d,f,c,thre_inc,n_modes,n_fvs,svm_acc,svm_std,lda_acc,lda_std
1,0,1,25,20,1940,0.9503,0.0274,0.9504,0.0248
1,1,1,20,24,2760,0.9504,0.0370,0.9579,0.0273
0,0,1,25,4,196,0.9530,0.0280,0.9405,0.0354
0,0,1,25,6,294,0.9579,0.0224,0.9502,0.0250
0,0,1,25,8,392,0.9677,0.0296,0.9577,0.0274
0,0,1,25,10,490,0.9479,0.0283,0.9602,0.0228
0,0,1,25,12,588,0.9603,0.0254,0.9504,0.0249
0,0,1,25,14,686,0.9701,0.0245,0.9602,0.0199
0,0,1,25,16,784,0.9554,0.0288,0.9602,0.0199
0,0,1,25,18,882,0.9603,0.0298,0.9528,0.0234
0,0,1,25,20,980,0.9552,0.0312,0.9676,0.0296
1,0,1,25,22,2134,0.9379,0.0301,0.9454,0.0310
0,1,1,30,16,1872,0.9477,0.0395,0.9651,0.0357
1,1,1,25,18,2610,0.9255,0.0371,0.9504,0.0222
0,1,1,30,18,2106,0.9478,0.0362,0.9601,0.0358
1,0,1,25,24,2328,0.9379,0.0375,0.9578,0.0297
1,1,0,25,4,388,0.9354,0.0320,0.9428,0.0253
1,1,0,25,6,582,0.9230,0.0238,0.9354,0.0319
1,1,0,25,8,776,0.9080,0.0321,0.9329,0.0252
1,1,0,25,10,970,0.9279,0.0396,0.9354,0.0301
1,1,0,25,12,1164,0.9204,0.0294,0.9355,0.0339
1,1,0,25,14,1358,0.9229,0.0380,0.9403,0.0302
1,1,0,25,16,1552,0.9304,0.0271,0.9478,0.0306
1,1,1,25,20,2900,0.9354,0.0358,0.9528,0.0208
1,1,0,25,18,1746,0.9280,0.0209,0.9478,0.0237
1,1,0,25,20,1940,0.9230,0.0263,0.9454,0.0214
1,1,1,25,22,3190,0.9354,0.0340,0.9504,0.0315
1,1,0,25,22,2134,0.9305,0.0243,0.9380,0.0337
1,1,0,25,24,2328,0.9380,0.0228,0.9454,0.0268
1,1,1,25,4,580,0.9380,0.0279,0.9454,0.0289
1,1,1,25,6,870,0.9504,0.0274,0.9404,0.0321
1,1,1,25,8,1160,0.9429,0.0448,0.9479,0.0362
1,1,1,25,10,1450,0.9503,0.0354,0.9454,0.0290
1,1,1,25,24,3480,0.9379,0.0321,0.9529,0.0236
0,0,1,30,4,236,0.9455,0.0184,0.9405,0.0317
0,0,1,30,6,354,0.9677,0.0274,0.9552,0.0186
0,0,1,30,8,472,0.9677,0.0251,0.9602,0.0255
1,1,1,25,12,1740,0.9379,0.0407,0.9478,0.0326
0,0,1,30,10,590,0.9603,0.0335,0.9528,0.0342
0,0,1,30,12,708,0.9628,0.0230,0.9529,0.0260
0,0,1,30,14,826,0.9701,0.0269,0.9652,0.0199
0,0,1,30,16,944,0.9652,0.0255,0.9626,0.0257
1,1,1,25,14,2030,0.9453,0.0351,0.9552,0.0313
0,0,1,30,18,1062,0.9652,0.0278,0.9626,0.0280
0,0,1,30,20,1180,0.9552,0.0400,0.9602,0.0298
0,0,1,30,22,1298,0.9676,0.0296,0.9651,0.0320
1,1,1,25,16,2320,0.9454,0.0349,0.9577,0.0296
0,0,1,30,24,1416,0.9602,0.0255,0.9651,0.0255
0,1,0,30,4,236,0.9304,0.0351,0.9330,0.0274
0,1,0,30,6,354,0.9229,0.0346,0.9180,0.0228
0,1,0,30,8,472,0.9204,0.0370,0.9256,0.0352
0,1,0,30,10,590,0.9131,0.0322,0.9280,0.0377
0,1,0,30,12,708,0.9354,0.0279,0.9379,0.0390
0,1,0,30,14,826,0.9304,0.0247,0.9330,0.0223
0,1,0,30,16,944,0.9355,0.0299,0.9330,0.0315
0,1,0,30,18,1062,0.9354,0.0321,0.9454,0.0291
0,1,1,30,20,2340,0.9502,0.0388,0.9677,0.0317
0,1,0,30,20,1180,0.9329,0.0276,0.9330,0.0296
