d,f,c,thre_inc,n_modes,n_fvs,svm_acc,svm_std,lda_acc,lda_std
0,1,0,40,20,1580,0.8500,0.0333,0.8150,0.0545
0,1,0,45,20,1780,0.8400,0.0512,0.8133,0.0557
0,1,0,50,20,1980,0.8583,0.0449,0.8317,0.0513
0,1,0,55,20,2180,0.8383,0.0460,0.8250,0.0664
0,1,0,60,20,2380,0.8567,0.0490,0.8300,0.0493
0,1,0,65,20,2580,0.8433,0.0309,0.8200,0.0557
0,1,0,70,20,2780,0.8600,0.0436,0.8250,0.0588
0,1,0,10,22,418,0.8567,0.0544,0.8067,0.0616
0,1,0,20,22,858,0.8567,0.0403,0.8100,0.0501
0,1,0,25,22,1078,0.8500,0.0553,0.8067,0.0564
0,1,0,30,22,1298,0.8567,0.0448,0.8133,0.0536
0,1,0,35,22,1518,0.8450,0.0568,0.8133,0.0488
0,1,0,40,22,1738,0.8367,0.0440,0.7967,0.0623
0,1,0,45,22,1958,0.8283,0.0548,0.8200,0.0623
0,1,0,50,22,2178,0.8400,0.0467,0.8267,0.0629
0,1,0,55,22,2398,0.8467,0.0581,0.8233,0.0436
0,1,0,60,22,2618,0.8483,0.0508,0.8267,0.0396
0,1,0,65,22,2838,0.8367,0.0526,0.8300,0.0670
0,1,0,70,22,3058,0.8633,0.0364,0.8350,0.0524
0,1,0,10,24,456,0.8533,0.0446,0.8033,0.0552
0,1,0,20,24,936,0.8567,0.0549,0.8267,0.0501
0,1,0,25,24,1176,0.8450,0.0448,0.8033,0.0595
0,1,0,30,24,1416,0.8400,0.0467,0.8183,0.0565
0,1,0,35,24,1656,0.8483,0.0480,0.8133,0.0452
0,1,0,40,24,1896,0.8417,0.0559,0.8133,0.0572
0,1,0,45,24,2136,0.8383,0.0472,0.8133,0.0591
0,1,0,50,24,2376,0.8400,0.0490,0.8217,0.0495
0,1,0,55,24,2616,0.8500,0.0506,0.8183,0.0608
0,1,0,60,24,2856,0.8500,0.0511,0.8367,0.0557
0,1,0,65,24,3096,0.8400,0.0588,0.8250,0.0534
0,1,0,70,24,3336,0.8500,0.0307,0.8283,0.0527
0,1,1,10,4,148,0.8750,0.0261,0.8317,0.0497
0,1,1,20,4,308,0.8650,0.0320,0.8350,0.0580
0,1,1,25,4,388,0.8733,0.0429,0.8417,0.0455
0,1,1,30,4,468,0.8767,0.0448,0.8350,0.0519
0,1,1,35,4,548,0.8900,0.0448,0.8450,0.0483
0,1,1,40,4,628,0.8767,0.0478,0.8450,0.0409
0,1,1,45,4,708,0.8850,0.0425,0.8383,0.0466
0,1,1,50,4,788,0.8667,0.0494,0.8550,0.0506
0,1,1,55,4,868,0.8767,0.0512,0.8400,0.0490
0,1,1,60,4,948,0.8817,0.0502,0.8433,0.0490
