d,f,c,thre_inc,n_modes,n_fvs,svm_acc,svm_std,lda_acc,lda_std
0,1,0,60,20,2380,0.5000,0.5000,0.5000,0.5000
0,0,1,60,20,2380,0.0833,0.1443,0.4167,0.4330
0,1,1,60,20,2380,0.5000,0.5000,0.5000,0.5000
1,0,0,60,20,2380,0.3333,0.3333,0.5000,0.5000
1,0,1,60,20,2380,0.5000,0.5000,0.5000,0.5000
1,1,0,60,20,2380,0.5000,0.5000,0.5000,0.5000
1,1,1,60,20,2380,0.5000,0.5000,0.5000,0.5000
